       1 15   0.29078  -0.40675 114.41266  0.168683E+00 -0.231609E+00  0.136582E+01  -100.0  -100.0  0.1000E+01
       1 15   0.45228   0.21317 117.29046  0.298312E+00  0.149364E+00  0.130157E+01  -100.0  -100.0  0.1000E+01
       2 15   0.17648  -0.46782 101.28029  0.108810E-02 -0.152038E+00  0.231918E+00  -100.0  -100.0  0.1000E+01
       3 15  -0.39156  -0.31094   6.75303 -0.415674E+00 -0.336482E+00  0.540961E+01  -100.0  -100.0  0.1000E+01
       3 15  -0.37240  -0.33365   9.79507 -0.611220E+00 -0.547374E+00  0.134055E+02  -100.0  -100.0  0.1000E+01
       4 15   0.42886   0.25706  41.91668  0.206394E+00  0.785927E-01  0.194521E+01  -100.0  -100.0  0.1000E+01
       4 15  -0.09745   0.49041  31.35152 -0.166182E+00  0.119656E+01  0.115870E+02  -100.0  -100.0  0.1000E+01
       4 15   0.41107  -0.28465 122.51708  0.113522E+00 -0.138641E+00  0.594751E+00  -100.0  -100.0  0.1000E+01
       4 15  -0.42075  -0.27013  53.12933 -0.300164E+00 -0.181386E+00  0.315224E+01  -100.0  -100.0  0.1000E+01
       5 15   0.38046  -0.32442  76.13754  0.416119E+00 -0.452093E+00  0.274223E+00  -100.0  -100.0  0.1000E+01
       5 15   0.02445   0.49940  79.72616  0.130458E-01  0.666161E+00  0.597335E+01  -100.0  -100.0  0.1000E+01
       6 15   0.42511   0.26322   4.84840  0.394743E+00  0.245851E+00  0.230598E+01  -100.0  -100.0  0.1000E+01
       6 15   0.22586  -0.44608  11.41002  0.816410E-01 -0.146401E+00  0.300106E+01  -100.0  -100.0  0.1000E+01
       6 15  -0.23515   0.44125  86.33098 -0.280873E+00  0.246364E+00  0.884293E+01  -100.0  -100.0  0.1000E+01
       6 15   0.34653  -0.36044  74.83464  0.126344E+00 -0.266785E+00  0.665490E+01  -100.0  -100.0  0.1000E+01
       7 15  -0.49438   0.07475  83.38999 -0.657242E+00  0.119889E+00  0.103869E+02  -100.0  -100.0  0.1000E+01
       9 15  -0.30428   0.39676  78.08756 -0.936133E-01  0.343884E+00  0.171095E+02  -100.0  -100.0  0.1000E+01
      10 15   0.36551  -0.34118  38.57105  0.345395E+00 -0.320178E+00  0.412191E+01  -100.0  -100.0  0.1000E+01
      10 15  -0.41002  -0.28615  81.67971 -0.426226E+00 -0.185226E+00  0.108722E+01  -100.0  -100.0  0.1000E+01
      11 15   0.36192   0.34499  81.60511  0.389967E+00  0.644195E-01  0.465695E+01  -100.0  -100.0  0.1000E+01
      12 15  -0.49985   0.01238  58.08092 -0.418104E+00  0.168137E-01  0.389020E+01  -100.0  -100.0  0.1000E+01
      13 15  -0.49148   0.09192  37.18263 -0.502911E+00  0.900593E-01  0.199668E+01  -100.0  -100.0  0.1000E+01
      13 15  -0.34835  -0.35868 102.63298 -0.306114E+00 -0.281116E+00  0.476614E+01  -100.0  -100.0  0.1000E+01
      13 15  -0.00082  -0.50000 103.44621  0.612638E-01 -0.598299E+00  0.789385E+01  -100.0  -100.0  0.1000E+01
      13 15  -0.08885   0.49204  95.03859 -0.212817E-01  0.175341E+00  0.143274E+01  -100.0  -100.0  0.1000E+01
      13 15  -0.28170   0.41309  65.13882 -0.254735E+00  0.340985E+00  0.490272E+01  -100.0  -100.0  0.1000E+01
      14 15  -0.02681  -0.49928  42.06373 -0.850310E-01 -0.431603E+00  0.387862E+01  -100.0  -100.0  0.1000E+01
      15 15  -0.07851   0.49380  81.22677 -0.146565E+00  0.373165E+00  0.159763E+01  -100.0  -100.0  0.1000E+01
      15 15   0.00288   0.49999  81.44861 -0.160551E+00  0.548752E+00  0.182762E+01  -100.0  -100.0  0.1000E+01
      16 15  -0.49863   0.03696  47.84056 -0.313946E+00  0.191912E+00  0.203829E+01  -100.0  -100.0  0.1000E+01
      16 15   0.02078  -0.49957  47.71953  0.175798E+00 -0.513273E+00  0.494476E+01  -100.0  -100.0  0.1000E+01
      17 15   0.25564   0.42971  15.08032  0.171804E+00  0.296787E+00  0.131458E+01  -100.0  -100.0  0.1000E+01
      17 15   0.49988  -0.01075  56.58298  0.100073E-01  0.434401E-01  0.452510E+01  -100.0  -100.0  0.1000E+01
      17 15  -0.47527  -0.15531  59.72512 -0.890057E+00 -0.229681E+00  0.977422E+01  -100.0  -100.0  0.1000E+01
      18 15  -0.07161   0.49485  26.36014 -0.168922E-01  0.323558E+00  0.139877E+01  -100.0  -100.0  0.1000E+01
      18 15   0.44238  -0.23301  65.84553  0.449845E+00 -0.201463E+00  0.339387E+02  -100.0  -100.0  0.1000E+01
      18 15  -0.49563  -0.06594  30.71706 -0.692805E+00 -0.861109E-01  0.113172E+02  -100.0  -100.0  0.1000E+01
      19 15  -0.05939  -0.49646  15.01205 -0.958125E-01 -0.804013E+00  0.128418E+02  -100.0  -100.0  0.1000E+01
      19 15   0.39658  -0.30451  13.13819 -0.134805E+00 -0.244402E+00  0.168484E+01  -100.0  -100.0  0.1000E+01
      21 15   0.21369  -0.45204 115.19743  0.111085E+00 -0.183387E+00  0.567787E+01  -100.0  -100.0  0.1000E+01
      21 15  -0.11947   0.48552  33.18320 -0.544657E-01  0.110784E+00  0.955130E-01  -100.0  -100.0  0.1000E+01
      22 15  -0.08904   0.49201  20.36966 -0.144245E-01  0.101946E+00  0.131524E+01  -100.0  -100.0  0.1000E+01
      22 15  -0.32722   0.37806  24.30311 -0.279812E+00  0.317495E+00  0.879176E+01  -100.0  -100.0  0.1000E+01
      22 15   0.19368  -0.46096  63.79823  0.149263E+00 -0.206400E+00  0.689984E+01  -100.0  -100.0  0.1000E+01
      23 15   0.49882   0.03433  54.23605  0.525549E+00  0.898589E-01  0.679410E+00  -100.0  -100.0  0.1000E+01
      24 15  -0.49776  -0.04732   5.66857 -0.188336E+00 -0.714613E-01  0.733136E+00  -100.0  -100.0  0.1000E+01
      24 15  -0.47332   0.16113  50.36668 -0.489581E+00 -0.117559E+00  0.944599E+00  -100.0  -100.0  0.1000E+01
      24 15  -0.29086  -0.40669  65.10606 -0.238727E+00 -0.405574E+00  0.369984E+01  -100.0  -100.0  0.1000E+01
      26 15  -0.49331  -0.08152 115.72036 -0.217856E+00 -0.882593E-01  0.441123E+01  -100.0  -100.0  0.1000E+01
      26 15   0.25988  -0.42716  22.04611  0.237209E+00 -0.129038E+00  0.670586E+00  -100.0  -100.0  0.1000E+01
      27 15   0.37172  -0.33440  19.79824  0.446049E+00 -0.264859E+00  0.601139E+01  -100.0  -100.0  0.1000E+01
      29 15  -0.29373   0.40463  31.10024 -0.919755E-01  0.122877E+00  0.604581E+00  -100.0  -100.0  0.1000E+01
      29 15   0.09394   0.49110  65.37866  0.730233E-01  0.504446E+00  0.129826E+02  -100.0  -100.0  0.1000E+01
      30 15   0.49967  -0.01815  21.68351  0.372836E+00 -0.160681E-01  0.447694E+01  -100.0  -100.0  0.1000E+01
      31 15  -0.48095   0.13669 110.58787 -0.923106E-01 -0.443289E-01  0.761817E+00  -100.0  -100.0  0.1000E+01
      31 15   0.16973   0.47031  47.29512  0.964762E-02  0.156793E+00  0.946015E+00  -100.0  -100.0  0.1000E+01
      31 15   0.48842   0.10697  24.12908  0.376761E+00  0.109256E+00  0.511815E+01  -100.0  -100.0  0.1000E+01
